ID,Listing Confirmation Method,Deposit Amount,Monthly Rent,Exclusive Area,Unit Floor,Total Floors,Direction,Number of Rooms,Number of Bathrooms,Parking Availability,Total Parking Spaces,Maintenance Fee,Real Estate Agency,Brokerage Platform,Listing Year,Listing Month,Listing Day,Listing Weekday,Days Since Listed,False Listing
TRAIN_0167,On-site Confirmation,165500000,490000,36.85,2,3,South,1,1,Available,3,15,G52Iz8V2B9,Platform A,2023,12,15,Friday,575,Real Listing
TRAIN_0168,On-site Confirmation,153500000,110000,18.64,5,20,East,1,1,Available,3,8,G52Iz8V2B9,Platform A,2023,9,11,Monday,670,Real Listing
TRAIN_0169,On-site Confirmation,17000000,320000,,4,5,East,1,1,Not Available,2,4,S69fV9Z3J7,Platform C,2024,12,18,Wednesday,206,Real Listing
TRAIN_0170,On-site Confirmation,338000000,280000,32.48,9,11,West,1,1,Not Available,45,9,G52Iz8V2B9,L플랫폼,2023,11,26,Sunday,594,Real Listing
TRAIN_0171,On-site Confirmation,12500000,680000,30.98,1,19,West,2,1,Not Available,2,3,G52Iz8V2B9,Platform B,2024,5,22,Wednesday,416,Real Listing
TRAIN_0172,On-site Confirmation,134500000,250000,,4,6,북동향,2,1,Available,,3,g44jq5J7D0,Platform B,2024,11,26,Tuesday,228,Real Listing
TRAIN_0173,On-site Confirmation,376500000,640000,33.3,8,18,북서향,1,1,Available,2,0,G52Iz8V2B9,Platform A,2024,9,26,Thursday,289,Real Listing
TRAIN_0174,On-site Confirmation,173500000,50000,40.86,3,6,West,2,1,Not Available,,9,j90UQ8N6M3,Platform A,2025,1,1,Wednesday,192,Real Listing
TRAIN_0175,On-site Confirmation,109000000,410000,29.69,,7,남서향,2,1,Available,1,1,K38kY2R6G0,Platform B,2024,6,30,Sunday,377,Real Listing
TRAIN_0176,서류확인,398500000,640000,39.66,3,5,South,2,1,Available,5,15,s78XR9X3M2,Platform D,2025,1,3,Friday,190,Real Listing
TRAIN_0177,서류확인,105000000,220000,28.82,5,6,South,1,1,Not Available,7,11,G52Iz8V2B9,Platform C,2024,10,30,Wednesday,255,Real Listing
TRAIN_0178,On-site Confirmation,150500000,540000,31.31,14,19,South,2,2,Available,32,9,G52Iz8V2B9,Platform B,2024,5,13,Monday,425,Real Listing
TRAIN_0179,On-site Confirmation,21500000,120000,28.33,6,9,East,2,1,Available,6,9,i23ag3Z3Y7,Platform A,2024,8,25,Sunday,321,Real Listing
TRAIN_0180,On-site Confirmation,161000000,80000,,2,3,West,1,1,Not Available,,0,W02qh9Z4E0,Platform E,2024,10,14,Monday,271,Real Listing
TRAIN_0181,서류확인,176000000,460000,,2,4,South,1,1,Not Available,,0,M43GA8G1G7,Platform D,2024,12,4,Wednesday,220,Real Listing
TRAIN_0182,Phone Confirmation,170000000,610000,20.47,,6,North,1,1,Not Available,6,20,M92wE9E7E5,Platform A,2023,8,18,Friday,694,Fake Listing
TRAIN_0183,Phone Confirmation,374000000,180000,29.98,4,7,South,2,1,Available,21,15,U32BI2S7X3,Platform E,2024,10,29,Tuesday,256,Real Listing
TRAIN_0184,서류확인,165500000,450000,,2,4,West,2,1,Not Available,,0,P54cd5D0N4,Platform D,2024,9,13,Friday,302,Real Listing
TRAIN_0185,On-site Confirmation,148000000,420000,35.99,2,3,East,2,1,Not Available,,0,S00TK4T8K2,Platform C,2025,1,5,Sunday,188,Real Listing
TRAIN_0186,On-site Confirmation,104500000,160000,28.17,4,7,West,2,1,Available,10,7,A24sf9I9O0,Platform E,2024,8,28,Wednesday,318,Real Listing
TRAIN_0187,Phone Confirmation,353500000,270000,,2,4,South,1,1,Not Available,,0,r74nn1Y4T7,Platform B,2025,1,29,Wednesday,164,Real Listing
TRAIN_0188,On-site Confirmation,5000000,0,,4,4,East,1,1,Not Available,1,9,Z18up3D1C3,Platform A,2024,8,27,Tuesday,319,Fake Listing
TRAIN_0189,On-site Confirmation,26500000,370000,,3,5,West,1,1,Not Available,,12,G71dR3J6C2,K플랫폼,2023,9,7,Thursday,674,Fake Listing
TRAIN_0190,Phone Confirmation,366500000,150000,32.59,,8,South,1,1,Available,9,3,o61te4S1W1,J플랫폼,2024,7,2,Tuesday,375,Fake Listing
TRAIN_0191,On-site Confirmation,343500000,120000,19.83,,9,남서향,1,1,Not Available,,3,s37cv8A6L4,Platform A,2024,5,1,Wednesday,437,Fake Listing
TRAIN_0192,On-site Confirmation,388000000,510000,,3,4,West,2,1,Not Available,,0,R20Vy9K9I8,Platform B,2024,10,29,Tuesday,256,Real Listing
TRAIN_0193,On-site Confirmation,137500000,190000,35.87,5,6,West,2,1,Not Available,4,10,W88DA3W2Q3,Platform A,2024,9,12,Thursday,303,Real Listing
TRAIN_0194,On-site Confirmation,81500000,470000,17.5,13,17,북동향,2,2,Not Available,2,5,G52Iz8V2B9,Platform D,2024,11,3,Sunday,251,Real Listing
TRAIN_0195,On-site Confirmation,86500000,270000,34.15,2,17,East,2,1,Not Available,12,4,G52Iz8V2B9,Platform A,2024,9,25,Wednesday,290,Real Listing
TRAIN_0196,서류확인,136000000,480000,29.98,7,8,South,2,1,Available,6,0,r16Dr6Z7C3,G플랫폼,2024,11,7,Thursday,247,Real Listing
TRAIN_0197,On-site Confirmation,129500000,150000,17.5,,14,South,1,1,Available,104,12,G38pb6B9C7,Platform C,2024,8,19,Monday,327,Real Listing
TRAIN_0198,On-site Confirmation,27500000,240000,,2,3,South,1,1,Not Available,,0,o80Xg3Q1Q7,Platform D,2024,6,21,Friday,386,Fake Listing
TRAIN_0199,On-site Confirmation,21000000,120000,,4,5,East,2,1,Available,5,0,W48dL6O9G6,Platform B,2024,9,4,Wednesday,311,Real Listing
TRAIN_0200,Phone Confirmation,139500000,250000,,4,5,East,2,1,Available,3,0,K86UF7I0P3,Platform C,2024,10,13,Sunday,272,Real Listing
TRAIN_0201,Phone Confirmation,81500000,100000,24.01,8,10,East,2,1,Available,7,8,i77IK3Y8B7,G플랫폼,2024,10,31,Thursday,254,Real Listing
TRAIN_0202,서류확인,138000000,540000,23.06,2,5,South,1,1,Available,1,5,k52HR5N1Z1,Platform C,2024,9,30,Monday,285,Real Listing
TRAIN_0203,On-site Confirmation,14000000,400000,,3,4,South,1,1,Not Available,3,0,q18xI5H8Z1,Platform A,2024,10,2,Wednesday,283,Real Listing
TRAIN_0204,서류확인,325500000,690000,19.56,7,17,Southeast,1,1,Available,20,3,G52Iz8V2B9,Platform A,2024,1,9,Tuesday,550,Real Listing
TRAIN_0205,On-site Confirmation,388000000,120000,33.83,3,10,남서향,1,1,Available,41,7,G52Iz8V2B9,Platform B,2023,10,13,Friday,638,Real Listing
TRAIN_0206,서류확인,65500000,450000,29.98,4,7,West,2,1,Not Available,21,0,S30er7F3P4,Platform E,2024,3,19,Tuesday,480,Fake Listing
TRAIN_0207,Phone Confirmation,176000000,120000,30.3,4,5,West,1,1,Not Available,1,16,k52HR5N1Z1,Platform C,2023,10,6,Friday,645,Fake Listing
TRAIN_0208,On-site Confirmation,122000000,490000,,2,3,East,1,1,Not Available,,0,a33BR6O9Z5,Platform E,2025,1,8,Wednesday,185,Real Listing
TRAIN_0209,On-site Confirmation,196000000,230000,36.36,4,6,West,2,1,Available,4,2,V19Zw6E4O7,Platform A,2024,7,13,Saturday,364,Real Listing
TRAIN_0210,On-site Confirmation,325500000,690000,32.11,6,21,South,1,1,Not Available,21,0,G52Iz8V2B9,Platform A,2024,6,30,Sunday,377,Real Listing
TRAIN_0211,On-site Confirmation,108500000,20000,24.83,1,10,북서향,1,1,Not Available,11,3,G52Iz8V2B9,L플랫폼,2024,2,10,Saturday,518,Real Listing
TRAIN_0212,On-site Confirmation,31000000,560000,25.45,4,8,South,1,1,Not Available,42,10,G52Iz8V2B9,Platform E,2024,9,28,Saturday,287,Real Listing
TRAIN_0213,On-site Confirmation,130000000,490000,,2,3,South,2,1,Not Available,,4,S78Le0Y9Y4,Platform A,2024,11,20,Wednesday,234,Real Listing
TRAIN_0214,On-site Confirmation,83000000,510000,44.29,1,2,South,1,1,Available,38,5,G52Iz8V2B9,Platform E,2024,8,10,Saturday,336,Real Listing
TRAIN_0215,Phone Confirmation,71000000,540000,,3,5,West,2,1,Not Available,,0,w85cb3W8U9,Platform D,2025,1,10,Friday,183,Real Listing
TRAIN_0216,On-site Confirmation,383500000,190000,28.52,5,5,North,2,1,Not Available,1,5,R20Vy9K9I8,Platform C,2023,11,7,Tuesday,613,Fake Listing
TRAIN_0217,서류확인,185500000,410000,24.19,3,8,East,1,1,Available,43,16,G52Iz8V2B9,Platform B,2024,10,7,Monday,278,Real Listing
TRAIN_0218,On-site Confirmation,73500000,350000,,4,5,West,1,1,Not Available,4,0,b90Kl2S4L3,F플랫폼,2024,12,30,Monday,194,Real Listing
TRAIN_0219,On-site Confirmation,25500000,710000,36.26,15,15,West,1,1,Not Available,1,4,G52Iz8V2B9,Platform C,2024,3,14,Thursday,485,Real Listing
TRAIN_0220,On-site Confirmation,157000000,370000,36.35,7,9,East,1,1,Not Available,32,9,G52Iz8V2B9,Platform B,2024,1,14,Sunday,545,Real Listing
TRAIN_0221,On-site Confirmation,400000000,210000,24.25,10,18,West,2,2,Not Available,39,12,G52Iz8V2B9,Platform B,2025,1,27,Monday,166,Real Listing
TRAIN_0222,On-site Confirmation,378000000,200000,17.5,3,4,Southeast,1,1,Available,3,0,Z78BN7Z0U2,Platform A,2024,12,11,Wednesday,213,Real Listing
TRAIN_0223,On-site Confirmation,19000000,190000,17.5,,14,남서향,1,1,Available,107,0,E50oI2O1J6,Platform A,2025,1,9,Thursday,184,Real Listing
TRAIN_0224,On-site Confirmation,382000000,460000,29.93,5,6,South,2,1,Available,6,1,W02qh9Z4E0,Platform E,2024,9,29,Sunday,286,Real Listing
TRAIN_0225,On-site Confirmation,383500000,260000,32.72,3,8,East,1,1,Not Available,,18,k52HR5N1Z1,Platform C,2024,3,10,Sunday,489,Fake Listing
TRAIN_0226,On-site Confirmation,142500000,130000,49.97,4,6,South,2,1,Not Available,2,0,i22so9D4E0,Platform A,2025,1,10,Friday,183,Real Listing
TRAIN_0227,On-site Confirmation,192000000,140000,,4,4,남서향,2,1,Not Available,2,13,j28Cm6F1K6,Platform B,2024,9,24,Tuesday,291,Fake Listing
TRAIN_0228,Phone Confirmation,344500000,480000,23.1,12,14,North,1,1,Not Available,13,1,G52Iz8V2B9,Platform B,2023,12,21,Thursday,569,Real Listing
TRAIN_0229,서류확인,356000000,50000,39.12,,14,남서향,2,1,Available,30,9,r82ax9M3U3,Platform B,2024,5,29,Wednesday,409,Fake Listing
TRAIN_0230,On-site Confirmation,95000000,650000,17.5,3,6,South,1,1,Not Available,3,13,I97SP1K4K9,Platform A,2024,10,8,Tuesday,277,Fake Listing
TRAIN_0231,On-site Confirmation,373000000,730000,26.24,8,9,South,2,1,Available,14,13,G52Iz8V2B9,Platform A,2024,8,26,Monday,320,Real Listing
TRAIN_0232,On-site Confirmation,167500000,370000,33.14,4,8,North,1,1,Not Available,50,13,G52Iz8V2B9,Platform A,2024,1,9,Tuesday,550,Real Listing
TRAIN_0233,On-site Confirmation,98000000,300000,,3,6,South,1,1,Available,1,10,Y04yg0T7Z5,Platform B,2024,9,4,Wednesday,311,Real Listing
TRAIN_0234,Phone Confirmation,14500000,80000,23.14,3,7,북동향,1,1,Available,6,13,Z68ZJ6F6L4,Platform A,2025,1,11,Saturday,182,Real Listing
TRAIN_0235,On-site Confirmation,340500000,190000,43.14,10,21,South,1,1,Not Available,36,13,G52Iz8V2B9,F플랫폼,2023,12,28,Thursday,562,Real Listing
TRAIN_0236,On-site Confirmation,145000000,650000,29.95,3,9,North,2,1,Not Available,32,6,r74nn1Y4T7,Platform B,2023,10,11,Wednesday,640,Fake Listing
TRAIN_0237,서류확인,152500000,650000,,2,6,Southeast,1,1,Available,7,11,Y04yg0T7Z5,Platform B,2024,10,10,Thursday,275,Real Listing
TRAIN_0238,On-site Confirmation,68500000,20000,23.22,6,11,West,1,1,Not Available,15,9,G52Iz8V2B9,Platform E,2024,5,12,Sunday,426,Real Listing
TRAIN_0239,On-site Confirmation,100500000,440000,32.38,4,4,East,2,1,Not Available,,8,J30yG7F1O0,Platform C,2024,10,6,Sunday,279,Real Listing
TRAIN_0240,On-site Confirmation,90500000,50000,27.36,3,10,South,1,1,Not Available,,5,b87Td0W4Y3,Platform C,2024,12,6,Friday,218,Real Listing
TRAIN_0241,On-site Confirmation,163000000,700000,26.25,3,7,West,1,1,Not Available,4,15,z54Fl0B2P9,Platform A,2024,4,7,Sunday,461,Fake Listing
TRAIN_0242,On-site Confirmation,98500000,350000,,4,5,West,2,1,Available,,10,g44jq5J7D0,Platform B,2024,11,30,Saturday,224,Real Listing
TRAIN_0243,Phone Confirmation,402000000,20000,17.5,9,11,North,1,1,Available,21,9,K86UF7I0P3,Platform C,2024,10,9,Wednesday,276,Real Listing
TRAIN_0244,On-site Confirmation,128000000,220000,45.27,2,16,East,1,1,Not Available,39,10,G52Iz8V2B9,Platform A,2024,8,3,Saturday,343,Real Listing
TRAIN_0245,On-site Confirmation,97000000,100000,29.27,11,18,North,2,1,Available,26,14,G52Iz8V2B9,Platform A,2024,6,29,Saturday,378,Real Listing
TRAIN_0246,On-site Confirmation,395000000,390000,,3,5,West,2,1,Not Available,8,11,K86UF7I0P3,Platform C,2023,12,19,Tuesday,571,Fake Listing
TRAIN_0247,서류확인,183000000,600000,17.5,3,4,Southeast,1,1,Not Available,2,1,J00Mu6V1D3,Platform A,2025,2,13,Thursday,149,Real Listing
TRAIN_0248,서류확인,67000000,610000,,3,5,East,1,1,Not Available,,0,m69GM9O9B3,Platform B,2024,10,14,Monday,271,Real Listing
TRAIN_0249,On-site Confirmation,76500000,420000,,2,4,South,2,1,Not Available,,3,g99sy3I3R8,Platform A,2024,8,30,Friday,316,Real Listing
TRAIN_0250,On-site Confirmation,112500000,80000,,2,4,남서향,1,1,Available,1,0,U23Rp8G8B9,Platform D,2024,9,6,Friday,309,Real Listing
TRAIN_0251,On-site Confirmation,357500000,650000,,2,3,East,1,1,Not Available,,6,a15xR3G4V0,Platform A,2024,12,11,Wednesday,213,Real Listing
TRAIN_0252,On-site Confirmation,368000000,730000,,5,11,East,1,1,Available,15,15,n17xB4N6P5,Platform A,2024,11,19,Tuesday,235,Real Listing
TRAIN_0253,On-site Confirmation,144000000,10000,26.12,1,4,South,1,1,Available,47,0,G52Iz8V2B9,Platform A,2023,9,29,Friday,652,Real Listing
TRAIN_0254,On-site Confirmation,172500000,150000,,5,6,East,2,1,Available,6,0,S30er7F3P4,Platform E,2024,11,8,Friday,246,Real Listing
TRAIN_0255,On-site Confirmation,18000000,690000,,4,4,남서향,1,1,Not Available,1,0,Z81Jv8Z5G2,H플랫폼,2024,9,1,Sunday,314,Real Listing
TRAIN_0256,On-site Confirmation,81000000,680000,17.5,3,18,북서향,1,1,Not Available,44,0,G52Iz8V2B9,Platform D,2024,1,31,Wednesday,528,Real Listing
TRAIN_0257,On-site Confirmation,99500000,590000,26.44,2,3,Southeast,1,1,Not Available,,0,Q65VU2R1S3,Platform A,2024,9,2,Monday,313,Real Listing
TRAIN_0258,서류확인,158500000,530000,26.25,3,7,East,1,1,Available,6,9,S69fV9Z3J7,Platform C,2024,12,13,Friday,211,Real Listing
TRAIN_0259,On-site Confirmation,7500000,560000,,,12,East,2,1,Available,42,11,A06Nz2Z1R1,Platform D,2024,10,17,Thursday,268,Real Listing
TRAIN_0260,서류확인,393000000,170000,,3,4,West,2,1,Not Available,,0,U93ap2F8Z1,Platform C,2024,9,4,Wednesday,311,Real Listing
TRAIN_0261,On-site Confirmation,361000000,640000,36.71,3,5,South,2,1,Not Available,4,2,G52Iz8V2B9,F플랫폼,2025,1,19,Sunday,174,Real Listing
TRAIN_0262,On-site Confirmation,26500000,750000,17.5,15,18,Southeast,1,1,Available,42,4,G52Iz8V2B9,F플랫폼,2024,1,19,Friday,540,Real Listing
TRAIN_0263,On-site Confirmation,379000000,150000,17.5,6,6,South,1,1,Available,8,9,z40LO7P9C9,F플랫폼,2024,10,28,Monday,257,Real Listing
TRAIN_0264,On-site Confirmation,29500000,430000,37.82,5,6,Southeast,2,1,Available,5,8,z54Fl0B2P9,Platform A,2024,10,29,Tuesday,256,Real Listing
TRAIN_0265,Phone Confirmation,190000000,590000,28.15,9,10,East,1,1,Available,17,4,G52Iz8V2B9,Platform A,2024,7,12,Friday,365,Real Listing
TRAIN_0266,Phone Confirmation,372500000,430000,43.77,1,14,South,2,2,Available,17,5,G52Iz8V2B9,H플랫폼,2023,9,30,Saturday,651,Real Listing
TRAIN_0267,On-site Confirmation,88500000,560000,,2,6,East,1,1,Not Available,3,9,W88hM2E2A9,Platform C,2024,7,19,Friday,358,Fake Listing
TRAIN_0268,On-site Confirmation,168500000,270000,17.5,12,12,West,1,1,Available,1,4,G52Iz8V2B9,Platform A,2024,7,20,Saturday,357,Real Listing
TRAIN_0269,On-site Confirmation,143000000,110000,,5,6,East,2,1,Available,6,0,Q27Pd1N0R1,Platform E,2024,10,8,Tuesday,277,Real Listing
TRAIN_0270,On-site Confirmation,332000000,620000,,3,5,West,1,1,Not Available,,7,v39SF6T6S7,Platform A,2025,1,12,Sunday,181,Real Listing
TRAIN_0271,On-site Confirmation,102500000,410000,,3,5,South,2,1,Not Available,,1,m69GM9O9B3,Platform B,2024,9,29,Sunday,286,Real Listing
TRAIN_0272,서류확인,387000000,120000,,3,5,South,1,1,Available,6,18,W02qh9Z4E0,Platform E,2024,12,31,Tuesday,193,Real Listing
TRAIN_0273,On-site Confirmation,381500000,410000,30.1,10,21,East,1,1,Not Available,16,0,G52Iz8V2B9,Platform E,2024,5,27,Monday,411,Real Listing
TRAIN_0274,On-site Confirmation,194000000,650000,26.25,3,7,Southeast,1,1,Available,4,7,z54Fl0B2P9,Platform A,2024,9,17,Tuesday,298,Real Listing
TRAIN_0275,On-site Confirmation,178500000,720000,17.5,9,21,East,1,1,Available,166,6,h01gF5M7X6,Platform D,2024,12,27,Friday,197,Real Listing
TRAIN_0276,서류확인,403500000,50000,26.7,3,3,South,1,1,Not Available,,9,z40LO7P9C9,F플랫폼,2024,12,16,Monday,208,Real Listing
TRAIN_0277,On-site Confirmation,28500000,470000,42.56,5,20,North,1,1,Not Available,23,12,G52Iz8V2B9,Platform C,2024,6,23,Sunday,384,Real Listing
TRAIN_0278,서류확인,157500000,250000,18.18,4,7,North,1,1,Not Available,2,1,Z68ZJ6F6L4,Platform A,2023,8,23,Wednesday,689,Real Listing
TRAIN_0279,On-site Confirmation,336500000,210000,,2,3,Southeast,1,1,Not Available,,0,w85cb3W8U9,Platform D,2024,4,25,Thursday,443,Fake Listing
TRAIN_0280,On-site Confirmation,161500000,320000,17.5,,7,남서향,1,1,Not Available,,6,D49QC8I7L2,Platform A,2024,10,2,Wednesday,283,Real Listing
TRAIN_0281,On-site Confirmation,85000000,520000,20.21,13,21,West,1,1,Available,43,6,G52Iz8V2B9,Platform B,2024,12,25,Wednesday,199,Real Listing
TRAIN_0282,On-site Confirmation,184500000,750000,24.01,,10,North,2,1,Available,8,16,r16Dr6Z7C3,Platform A,2024,4,20,Saturday,448,Fake Listing
TRAIN_0283,On-site Confirmation,405000000,140000,,5,5,North,1,1,Not Available,1,0,l95dK3P5E2,Platform C,2024,11,16,Saturday,238,Real Listing
TRAIN_0284,On-site Confirmation,186500000,200000,18.18,2,6,Southeast,1,1,Not Available,,11,Z68ZJ6F6L4,Platform A,2024,7,18,Thursday,359,Fake Listing
TRAIN_0285,On-site Confirmation,28500000,220000,,2,5,North,1,1,Available,,7,r96CF3I0N9,Platform B,2024,11,10,Sunday,244,Real Listing
TRAIN_0286,On-site Confirmation,174000000,690000,,7,8,West,1,1,Not Available,,12,H90uE4C0W5,Platform A,2024,6,14,Friday,393,Fake Listing
TRAIN_0287,On-site Confirmation,31000000,300000,,2,5,North,1,1,Available,8,0,A18IU3D9M4,Platform B,2025,2,23,Sunday,139,Real Listing
TRAIN_0288,On-site Confirmation,109000000,50000,31.14,1,10,North,1,1,Not Available,44,9,G52Iz8V2B9,Platform B,2024,12,17,Tuesday,207,Real Listing
TRAIN_0289,On-site Confirmation,406500000,490000,28.03,6,9,East,1,1,Available,2,2,G52Iz8V2B9,Platform A,2024,12,19,Thursday,205,Real Listing
TRAIN_0290,서류확인,12500000,720000,39.73,8,8,West,2,1,Not Available,7,13,K25cF2K7X6,Platform E,2024,5,4,Saturday,434,Fake Listing
TRAIN_0291,Phone Confirmation,156500000,260000,29.98,4,7,North,2,1,Not Available,21,8,S30er7F3P4,Platform E,2024,1,21,Sunday,538,Real Listing
TRAIN_0292,서류확인,147000000,640000,31.34,2,9,남서향,1,1,Not Available,8,10,G52Iz8V2B9,Platform B,2024,9,10,Tuesday,305,Real Listing
TRAIN_0293,On-site Confirmation,163000000,300000,17.5,2,4,North,1,1,Not Available,,7,Z68ZJ6F6L4,Platform A,2025,1,5,Sunday,188,Real Listing
TRAIN_0294,On-site Confirmation,185500000,530000,29.75,2,3,East,2,1,Not Available,1,0,S14na8Q8K2,Platform A,2024,10,18,Friday,267,Real Listing
TRAIN_0295,서류확인,153500000,450000,39.89,1,6,East,1,1,Available,31,13,G52Iz8V2B9,Platform B,2025,1,31,Friday,162,Real Listing
TRAIN_0296,Phone Confirmation,181000000,240000,20.25,11,13,Southeast,1,1,Not Available,5,6,G52Iz8V2B9,Platform E,2023,10,1,Sunday,650,Real Listing
TRAIN_0297,On-site Confirmation,175500000,690000,24.23,7,17,East,1,1,Available,3,7,G52Iz8V2B9,Platform A,2023,11,1,Wednesday,619,Real Listing
TRAIN_0298,On-site Confirmation,152000000,480000,,2,4,East,2,1,Available,1,0,Q27Pd1N0R1,Platform E,2024,11,3,Sunday,251,Real Listing
TRAIN_0299,Phone Confirmation,91000000,50000,30.93,9,9,남서향,1,1,Not Available,1,7,G52Iz8V2B9,Platform A,2025,1,30,Thursday,163,Real Listing
TRAIN_0300,On-site Confirmation,13500000,120000,23.33,,8,North,1,1,Available,5,10,r74nn1Y4T7,Platform B,2024,9,23,Monday,292,Real Listing
TRAIN_0301,On-site Confirmation,74500000,600000,27.36,3,10,West,1,1,Available,,3,g44jq5J7D0,Platform B,2024,8,23,Friday,323,Real Listing
TRAIN_0302,On-site Confirmation,389500000,590000,19.08,19,21,East,1,1,Not Available,17,10,G52Iz8V2B9,Platform C,2025,1,4,Saturday,189,Real Listing
TRAIN_0303,On-site Confirmation,157500000,490000,,6,7,East,2,1,Available,6,1,x68FU7B0S3,Platform B,2024,12,21,Saturday,203,Real Listing
TRAIN_0304,Phone Confirmation,19500000,130000,,,8,East,1,1,Not Available,5,7,D30QB7N3P2,Platform A,2025,1,14,Tuesday,179,Real Listing
TRAIN_0305,On-site Confirmation,88000000,360000,,5,6,West,2,1,Not Available,,4,D47oH9N4M3,Platform B,2024,1,13,Saturday,546,Real Listing
TRAIN_0306,서류확인,181000000,180000,42.34,3,19,West,1,1,Available,37,7,G52Iz8V2B9,Platform A,2025,1,21,Tuesday,172,Real Listing
TRAIN_0307,On-site Confirmation,93000000,550000,27.45,7,12,Southeast,1,1,Available,4,1,Z68ZJ6F6L4,Platform A,2024,8,30,Friday,316,Real Listing
TRAIN_0308,On-site Confirmation,25000000,460000,,2,4,South,2,1,Available,3,0,g09pT3H2N8,Platform A,2024,10,20,Sunday,265,Real Listing
TRAIN_0309,On-site Confirmation,170500000,260000,17.5,4,7,South,1,1,Not Available,2,5,S00TK4T8K2,Platform C,2024,8,11,Sunday,335,Real Listing
TRAIN_0310,On-site Confirmation,29000000,50000,,4,4,West,1,1,Available,1,0,k52HR5N1Z1,Platform C,2024,10,25,Friday,260,Real Listing
TRAIN_0311,서류확인,18500000,150000,34.3,4,5,East,2,1,Available,,12,f28iD1U4F3,Platform B,2024,11,26,Tuesday,228,Real Listing
TRAIN_0312,On-site Confirmation,13500000,300000,,2,3,South,2,1,Not Available,2,0,O42Rj2E3H5,Platform C,2024,11,4,Monday,250,Real Listing
TRAIN_0313,On-site Confirmation,31500000,400000,31.32,8,11,South,1,1,Not Available,18,18,G52Iz8V2B9,Platform D,2023,10,6,Friday,645,Real Listing
TRAIN_0314,On-site Confirmation,165500000,470000,19.34,2,6,West,1,1,Not Available,,7,R20Vy9K9I8,Platform C,2024,10,24,Thursday,261,Real Listing
TRAIN_0315,On-site Confirmation,91500000,730000,,2,6,North,1,1,Available,6,0,b03oE4G3F6,Platform A,2024,10,19,Saturday,266,Real Listing
TRAIN_0316,On-site Confirmation,140500000,650000,32.2,2,3,북서향,2,1,Not Available,1,0,Y65Hw0Z3K0,Platform A,2024,7,30,Tuesday,347,Fake Listing
TRAIN_0317,On-site Confirmation,152000000,560000,17.5,3,6,Southeast,1,1,Not Available,,11,Y65Hw0Z3K0,Platform A,2024,7,5,Friday,372,Fake Listing
